CustomerID,Transaction_ID,Transaction_Date,Product_SKU,Product_Description,Product_Category,Quantity,Avg_Price,Delivery_Charges,Coupon_Status,Month,Gender,Location,Tenure_Months,GST,Coupon_Code,Discount_pct,Date,Offline_Spend,Online_Spend,Invoice_Value
13047,16685,2019-01-01,GGOEGAEQ027913,Google Women's Short Sleeve Hero Tee White,Apparel,1,14.02,6.5,Clicked,Jan,M,California,43,0.18,SALE10,10.0,2019-01-01,4500,2424.5,21.38924
13047,16685,2019-01-01,GGOEGDWR015799,Red Shine 15 oz Mug,Drinkware,1,10.72,6.5,Not Used,Jan,M,California,43,0.18,EXTRA10,10.0,2019-01-01,4500,2424.5,17.88464
13047,16687,2019-01-01,GGOEGFQB013799,Compact Selfie Stick,Lifestyle,1,9.27,6.5,Clicked,Jan,M,California,43,0.18,EXTRA10,10.0,2019-01-01,4500,2424.5,16.34474
13047,16687,2019-01-01,GGOEGGOA017399,Maze Pen,Office,3,1.02,6.5,Used,Jan,M,California,43,0.1,OFF10,10.0,2019-01-01,4500,2424.5,9.5294
13047,16687,2019-01-01,GGOEGOAQ012899,Ballpoint LED Light Pen,Office,1,2.58,6.5,Not Used,Jan,M,California,43,0.1,OFF10,10.0,2019-01-01,4500,2424.5,9.0542
13047,16687,2019-01-01,GGOEGOAR021999,Color Changing Grip Pen,Office,3,1.55,6.5,Clicked,Jan,M,California,43,0.1,OFF10,10.0,2019-01-01,4500,2424.5,11.1035
13047,16687,2019-01-01,GGOEGOBG023599,Colored Pencil Set,Office,1,3.08,6.5,Used,Jan,M,California,43,0.1,OFF10,10.0,2019-01-01,4500,2424.5,9.5492
13047,16687,2019-01-01,GGOEGOLC013299,Spiral Notebook and Pen Set,Office,1,6.18,6.5,Clicked,Jan,M,California,43,0.1,OFF10,10.0,2019-01-01,4500,2424.5,12.618200000000002
13047,16688,2019-01-01,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,Jan,M,California,43,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,128.0423
13047,16689,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,Jan,M,California,43,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,158.6729
12583,16692,2019-01-01,GGOEAFKQ020599,Android Sticker Sheet Ultra Removable,Office,1,2.47,102.79,Used,Jan,M,Chicago,33,0.1,OFF10,10.0,2019-01-01,4500,2424.5,105.23530000000001
12583,16692,2019-01-01,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,26,8.72,102.79,Clicked,Jan,M,Chicago,33,0.18,EXTRA10,10.0,2019-01-01,4500,2424.5,343.56664
12583,16692,2019-01-01,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Office,1,1.64,102.79,Clicked,Jan,M,Chicago,33,0.1,OFF10,10.0,2019-01-01,4500,2424.5,104.4136
12583,16692,2019-01-01,GGOEYFKQ020699,YouTube Custom Decals,Office,1,1.64,102.79,Clicked,Jan,M,Chicago,33,0.1,OFF10,10.0,2019-01-01,4500,2424.5,104.4136
12583,16692,2019-01-01,GGOEYOCR078099,YouTube Spiral Journal with Pen,Notebooks & Journals,26,7.93,102.79,Not Used,Jan,M,Chicago,33,0.05,NJ10,10.0,2019-01-01,4500,2424.5,297.6301
12583,16693,2019-01-01,GGOEGATB060415,Google Women's Quilted Insulated Vest Black,Apparel,1,61.89,6.5,Clicked,Jan,M,Chicago,33,0.18,SALE10,10.0,2019-01-01,4500,2424.5,72.22718
12583,16693,2019-01-01,GGOEGDHC074099,Google 17oz Stainless Steel Sport Bottle,Drinkware,1,15.67,6.5,Clicked,Jan,M,Chicago,33,0.18,EXTRA10,10.0,2019-01-01,4500,2424.5,23.14154
12583,16694,2019-01-01,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used,Jan,M,Chicago,33,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,128.0423
12583,16695,2019-01-01,GGOEGAAJ080615,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1,16.5,6.5,Clicked,Jan,M,Chicago,33,0.18,SALE10,10.0,2019-01-01,4500,2424.5,24.023
12583,16695,2019-01-01,GGOEGAAL010615,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1,14.02,6.5,Clicked,Jan,M,Chicago,33,0.18,SALE10,10.0,2019-01-01,4500,2424.5,21.38924
12583,16695,2019-01-01,GGOEGAEB027814,Google Women's Short Sleeve Hero Tee Black,Apparel,1,14.02,6.5,Used,Jan,M,Chicago,33,0.18,SALE10,10.0,2019-01-01,4500,2424.5,21.38924
12583,16695,2019-01-01,GGOEGAEC029114,Google Women's Short Sleeve Hero Tee Sky Blue,Apparel,1,15.67,6.5,Clicked,Jan,M,Chicago,33,0.18,SALE10,10.0,2019-01-01,4500,2424.5,23.14154
12583,16695,2019-01-01,GGOEGAER029714,Google Women's Short Sleeve Hero Tee Red Heather,Apparel,1,15.67,6.5,Clicked,Jan,M,Chicago,33,0.18,SALE10,10.0,2019-01-01,4500,2424.5,23.14154
12583,16695,2019-01-01,GGOEGAFJ036214,Google Men's Pullover Hoodie Grey,Apparel,1,42.91,6.5,Clicked,Jan,M,Chicago,33,0.18,SALE10,10.0,2019-01-01,4500,2424.5,52.07042
12583,16695,2019-01-01,GGOEGAYC068324,Google Youth Short Sleeve T-shirt Royal Blue,Apparel,1,15.67,6.5,Clicked,Jan,M,Chicago,33,0.18,SALE10,10.0,2019-01-01,4500,2424.5,23.14154
12583,16695,2019-01-01,GGOEGAYH068425,Google Youth Short Sleeve T-shirt Green,Apparel,1,15.67,6.5,Not Used,Jan,M,Chicago,33,0.18,SALE10,10.0,2019-01-01,4500,2424.5,23.14154
12583,16696,2019-01-01,GGOEGBJR018199,Reusable Shopping Bag,Bags,3,2.89,6.5,Used,Jan,M,Chicago,33,0.18,AIO10,10.0,2019-01-01,4500,2424.5,15.70754
12583,16696,2019-01-01,GGOEGFSR022099,Google Kick Ball,Lifestyle,1,1.64,6.5,Clicked,Jan,M,Chicago,33,0.18,EXTRA10,10.0,2019-01-01,4500,2424.5,8.24168
12583,16696,2019-01-01,GGOEGHPA003010,Google Wool Heather Cap Heather/Navy,Headgear,1,20.62,6.5,Clicked,Jan,M,Chicago,33,0.05,HGEAR10,10.0,2019-01-01,4500,2424.5,25.9859
12583,16696,2019-01-01,GGOEGKAA019299,Switch Tone Color Crayon Pen,Office,1,1.64,6.5,Used,Jan,M,Chicago,33,0.1,OFF10,10.0,2019-01-01,4500,2424.5,8.1236
13748,16696,2019-01-01,GGOEGPJC019099,7&quot; Dog Frisbee,Lifestyle,1,1.24,6.5,Clicked,Jan,F,California,30,0.18,EXTRA10,10.0,2019-01-01,4500,2424.5,7.81688
17850,16696,2019-01-01,GGOEGPJR018999,7&quot; Dog Frisbee,Lifestyle,1,1.24,6.5,Used,Jan,M,Chicago,12,0.18,EXTRA10,10.0,2019-01-01,4500,2424.5,7.81688
17850,16696,2019-01-01,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,Not Used,Jan,M,Chicago,12,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,249.5846
17850,16697,2019-01-01,GGOEGAAJ073414,Google Men's Short Sleeve Hero Tee Heather,Apparel,1,19.59,6.5,Clicked,Jan,M,Chicago,12,0.18,SALE10,10.0,2019-01-01,4500,2424.5,27.304579999999998
17850,16697,2019-01-01,GGOEWEBB082699,Waze Mobile Phone Vent Mount,Waze,1,7.21,6.5,Used,Jan,M,Chicago,12,0.18,WEMP10,10.0,2019-01-01,4500,2424.5,14.15702
17850,16699,2019-01-01,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,81.5,6.5,Clicked,Jan,M,Chicago,12,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,87.18500000000002
17850,16700,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,Jan,M,Chicago,12,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,158.6729
17850,16701,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,Jan,M,Chicago,12,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,158.6729
17850,16702,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Clicked,Jan,M,Chicago,12,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,310.8458
17850,16703,2019-01-01,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,81.5,6.5,Not Used,Jan,M,Chicago,12,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,167.87000000000003
17850,16704,2019-01-01,GGOEADHB014799,Android Glass Water Bottle with Black Sleeve,Drinkware,10,13.4,6.5,Clicked,Jan,M,Chicago,12,0.18,EXTRA10,10.0,2019-01-01,4500,2424.5,148.808
17850,16704,2019-01-01,GGOEADWQ015699,Android Rise 14 oz Mug,Drinkware,1,13.4,6.5,Clicked,Jan,M,Chicago,12,0.18,EXTRA10,10.0,2019-01-01,4500,2424.5,20.730800000000002
17850,16704,2019-01-01,GGOEGAPB058615,Google Women's Yoga Jacket Black,Apparel,1,108.31,6.5,Used,Jan,M,Chicago,12,0.18,SALE10,10.0,2019-01-01,4500,2424.5,121.52521999999999
17850,16704,2019-01-01,GGOEGBJC019999,Collapsible Shopping Bag,Bags,10,5.15,6.5,Clicked,Jan,M,Chicago,12,0.18,AIO10,10.0,2019-01-01,4500,2424.5,61.193
17850,16704,2019-01-01,GGOEGHPA002910,Google Trucker Hat,Headgear,10,22.69,6.5,Clicked,Jan,M,Chicago,12,0.05,HGEAR10,10.0,2019-01-01,4500,2424.5,220.9205
17850,16704,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,256.88,6.5,Used,Jan,M,Chicago,12,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,260.81120000000004
17850,16704,2019-01-01,GGOEYOBR078599,YouTube Luggage Tag,Fun,4,9.27,6.5,Used,Jan,M,Chicago,12,0.18,No Coupon,0.0,2019-01-01,4500,2424.5,50.2544
17850,16706,2019-01-01,GGOEGAAB010517,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1,14.02,6.5,Clicked,Jan,M,Chicago,12,0.18,SALE10,10.0,2019-01-01,4500,2424.5,21.38924
17850,16710,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,28.78,Clicked,Jan,M,Chicago,12,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,180.9529
15100,16712,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,Jan,M,California,49,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,158.6729
17850,16713,2019-01-01,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,Jan,M,Chicago,12,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,128.0423
17850,16715,2019-01-01,GGOEYAFB073115,YouTube Men's Fleece Hoodie Black,Apparel,1,57.76,6.5,Used,Jan,M,Chicago,12,0.18,SALE10,10.0,2019-01-01,4500,2424.5,67.84111999999999
17850,16716,2019-01-01,GGOEGAAJ073415,Google Men's Short Sleeve Hero Tee Heather,Apparel,1,19.59,6.5,Clicked,Jan,M,Chicago,12,0.18,SALE10,10.0,2019-01-01,4500,2424.5,27.304579999999998
17850,16716,2019-01-01,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Office,1,2.05,6.5,Clicked,Jan,M,Chicago,12,0.1,OFF10,10.0,2019-01-01,4500,2424.5,8.5295
17850,16717,2019-01-01,GGOEGBJR018199,Reusable Shopping Bag,Bags,4,3.61,6.5,Used,Jan,M,Chicago,12,0.18,AIO10,10.0,2019-01-01,4500,2424.5,21.835279999999997
17850,16717,2019-01-01,GGOEGDWC020199,Engraved Ceramic Google Mug,Drinkware,4,9.27,6.5,Clicked,Jan,M,Chicago,12,0.18,EXTRA10,10.0,2019-01-01,4500,2424.5,45.87896
17850,16719,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Not Used,Jan,M,Chicago,12,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,158.6729
17850,16720,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,Jan,M,Chicago,12,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,158.6729
17850,16720,2019-01-01,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked,Jan,M,Chicago,12,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,128.0423
17850,16721,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,Jan,M,Chicago,12,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,158.6729
17850,16722,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,Jan,M,Chicago,12,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,158.6729
17850,16722,2019-01-01,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,Used,Jan,M,Chicago,12,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,249.5846
17850,16723,2019-01-01,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,Jan,M,Chicago,12,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,128.0423
17850,16723,2019-01-01,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used,Jan,M,Chicago,12,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,128.0423
17850,16724,2019-01-01,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked,Jan,M,Chicago,12,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,128.0423
17850,16725,2019-01-01,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked,Jan,M,Chicago,12,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,128.0423
15291,16726,2019-01-01,GGOEGAEC029114,Google Women's Short Sleeve Hero Tee Sky Blue,Apparel,1,15.67,6.5,Used,Jan,M,California,32,0.18,SALE10,10.0,2019-01-01,4500,2424.5,23.14154
15291,16726,2019-01-01,GGOEGAPB058214,Google Women's Lightweight Microfleece Jacket,Apparel,1,61.89,6.5,Clicked,Jan,M,California,32,0.18,SALE10,10.0,2019-01-01,4500,2424.5,72.22718
17850,16727,2019-01-01,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked,Jan,M,Chicago,12,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,128.0423
17850,16731,2019-01-01,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,Clicked,Jan,M,Chicago,12,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,249.5846
14688,16732,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,Jan,F,New York,46,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,158.6729
14688,16733,2019-01-01,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked,Jan,F,New York,46,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,128.0423
14688,16736,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,Jan,F,New York,46,0.1,ELEC10,10.0,2019-01-01,4500,2424.5,158.6729
14688,16737,2019-01-02,GGOEGHPJ080110,Google 5-Panel Cap,Headgear,2,19.59,6.5,Clicked,Jan,F,New York,46,0.05,HGEAR10,10.0,2019-01-02,4500,3480.36,43.5251
14688,16738,2019-01-02,GGOEAKDH019899,Windup Android,Lifestyle,2,3.29,6.5,Clicked,Jan,F,New York,46,0.18,EXTRA10,10.0,2019-01-02,4500,3480.36,13.487960000000001
14688,16739,2019-01-02,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used,Jan,F,New York,46,0.1,ELEC10,10.0,2019-01-02,4500,3480.36,128.0423
14688,16740,2019-01-02,GGOENEBJ081899,Nest Learning Thermostat 3rd Gen - CA - Stainless Steel,Nest-Canada,1,205.3,8.7,Used,Jan,F,New York,46,0.1,NCA10,10.0,2019-01-02,4500,3480.36,211.947
14688,16740,2019-01-02,GGOENEBQ081699,Nest Protect Smoke + CO White Battery Alarm - CA,Nest-Canada,3,107.29,8.7,Clicked,Jan,F,New York,46,0.1,NCA10,10.0,2019-01-02,4500,3480.36,327.3513
14688,16741,2019-01-02,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,Jan,F,New York,46,0.1,ELEC10,10.0,2019-01-02,4500,3480.36,158.6729
14688,16742,2019-01-02,GGOEGBRD079699,25L Classic Rucksack,Backpacks,1,103.15,6.5,Clicked,Jan,F,New York,46,0.1,No Coupon,0.0,2019-01-02,4500,3480.36,119.96500000000002
14688,16742,2019-01-02,GGOEGBRJ037299,Google Alpine Style Backpack,Bags,1,103.15,6.5,Used,Jan,F,New York,46,0.18,AIO10,10.0,2019-01-02,4500,3480.36,116.0453
14688,16742,2019-01-02,GGOEGFKA022299,Keyboard DOT Sticker,Office,5,1.55,6.5,Not Used,Jan,F,New York,46,0.1,OFF10,10.0,2019-01-02,4500,3480.36,14.172500000000001
14688,16742,2019-01-02,GGOEGGOA017399,Maze Pen,Office,26,0.98,6.5,Not Used,Jan,F,New York,46,0.1,OFF10,10.0,2019-01-02,4500,3480.36,31.725200000000005
14688,16742,2019-01-02,GGOEGHPJ080010,Google French Terry Cap,Headgear,2,19.59,6.5,Clicked,Jan,F,New York,46,0.05,HGEAR10,10.0,2019-01-02,4500,3480.36,43.5251
14688,16742,2019-01-02,GGOEGHPJ080110,Google 5-Panel Cap,Headgear,2,19.59,6.5,Used,Jan,F,New York,46,0.05,HGEAR10,10.0,2019-01-02,4500,3480.36,43.5251
14688,16743,2019-01-02,GGOENEBQ081799,Nest Protect Smoke + CO White Wired Alarm - CA,Nest-Canada,3,107.29,8.7,Not Used,Jan,F,New York,46,0.1,NCA10,10.0,2019-01-02,4500,3480.36,327.3513
14688,16744,2019-01-02,GGOENEBJ081899,Nest Learning Thermostat 3rd Gen - CA - Stainless Steel,Nest-Canada,1,205.3,8.7,Clicked,Jan,F,New York,46,0.1,NCA10,10.0,2019-01-02,4500,3480.36,211.947
14688,16745,2019-01-02,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked,Jan,F,New York,46,0.1,ELEC10,10.0,2019-01-02,4500,3480.36,128.0423
14688,16747,2019-01-02,GGOEGOAB021499,Metal Texture Roller Pen,Office,1,29.91,6.5,Clicked,Jan,F,New York,46,0.1,OFF10,10.0,2019-01-02,4500,3480.36,36.1109
17809,16747,2019-01-02,GGOEGOBG023599,Colored Pencil Set,Office,1,3.08,6.5,Clicked,Jan,F,New Jersey,24,0.1,OFF10,10.0,2019-01-02,4500,3480.36,9.5492
15311,16748,2019-01-02,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Not Used,Jan,F,Chicago,40,0.1,ELEC10,10.0,2019-01-02,4500,3480.36,158.6729
15311,16749,2019-01-02,GGOEGALP036317,Google Women's Long Sleeve Tee Lavender,Apparel,1,24.75,6.5,Not Used,Jan,F,Chicago,40,0.18,SALE10,10.0,2019-01-02,4500,3480.36,32.7845
15311,16749,2019-01-02,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Office,1,2.05,6.5,Not Used,Jan,F,Chicago,40,0.1,OFF10,10.0,2019-01-02,4500,3480.36,8.5295
15311,16749,2019-01-02,GGOEYFKQ020699,YouTube Custom Decals,Office,1,2.05,6.5,Used,Jan,F,Chicago,40,0.1,OFF10,10.0,2019-01-02,4500,3480.36,8.5295
15311,16750,2019-01-02,GGOEGADB057316,Google Men's Lightweight Microfleece Jacket Black,Apparel,1,61.89,6.5,Not Used,Jan,F,Chicago,40,0.18,SALE10,10.0,2019-01-02,4500,3480.36,72.22718
15311,16751,2019-01-02,GGOENEBB081499,Nest Cam Indoor Security Camera - CA,Nest-Canada,2,153.71,8.7,Used,Jan,F,Chicago,40,0.1,NCA10,10.0,2019-01-02,4500,3480.36,313.0458
15311,16751,2019-01-02,GGOENEBJ081899,Nest Learning Thermostat 3rd Gen - CA - Stainless Steel,Nest-Canada,2,205.3,8.7,Clicked,Jan,F,Chicago,40,0.1,NCA10,10.0,2019-01-02,4500,3480.36,415.194
15311,16752,2019-01-02,GGOEGAEC033115,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,1,25.78,6.5,Clicked,Jan,F,Chicago,40,0.18,SALE10,10.0,2019-01-02,4500,3480.36,33.87836
15311,16753,2019-01-02,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,3,81.5,6.5,Clicked,Jan,F,Chicago,40,0.1,ELEC10,10.0,2019-01-02,4500,3480.36,248.55500000000004
15311,16754,2019-01-02,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Not Used,Jan,F,Chicago,40,0.1,ELEC10,10.0,2019-01-02,4500,3480.36,158.6729
15311,16755,2019-01-02,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,Jan,F,Chicago,40,0.1,ELEC10,10.0,2019-01-02,4500,3480.36,128.0423
15311,16756,2019-01-02,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used,Jan,F,Chicago,40,0.1,ELEC10,10.0,2019-01-02,4500,3480.36,158.6729
15311,16758,2019-01-02,GGOEGDHB071999,Google 40 oz Insulated Monster Bottle,Drinkware,1,28.05,6.5,Used,Jan,F,Chicago,40,0.18,EXTRA10,10.0,2019-01-02,4500,3480.36,36.289100000000005
15311,16759,2019-01-02,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,Used,Jan,F,Chicago,40,0.1,ELEC10,10.0,2019-01-02,4500,3480.36,249.5846
15311,16760,2019-01-02,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,122.77,6.5,Not Used,Jan,F,Chicago,40,0.1,ELEC10,10.0,2019-01-02,4500,3480.36,249.5846
15311,16761,2019-01-02,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked,Jan,F,Chicago,40,0.1,ELEC10,10.0,2019-01-02,4500,3480.36,158.6729
15311,16762,2019-01-02,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used,Jan,F,Chicago,40,0.1,ELEC10,10.0,2019-01-02,4500,3480.36,128.0423
15311,16763,2019-01-02,GGOEGDWC020199,Engraved Ceramic Google Mug,Drinkware,1,9.27,20.0,Clicked,Jan,F,Chicago,40,0.18,EXTRA10,10.0,2019-01-02,4500,3480.36,29.84474
